Array Data File	Suggested_name	Steatogenic	Source Name	Characteristics[organism]	Characteristics[individual]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[organism part]	Characteristics[genotype]	Characteristics[cohort]	Description	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Comment [ArrayExpress FTP file]	Factor Value[cohort]	Term Source REF	Term Accession Number	Factor Value[compound]	Factor Value[dose]	Unit[dose unit]	Factor Value[time]	Unit[time unit]	Factor Value[organism part]
003017153005.CEL	TG_rat_viv_Imi_1500ug_24h_1	No	3017153005	Rattus norvegicus	365071	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365071LRA	RNA	P-MTAB-22990	0365071LRA:biotin	biotin	P-MTAB-22991	3017153005	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.42.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	24	hour	liver
003017153006.CEL	TG_rat_viv_Imi_1500ug_24h_2	No	3017153006	Rattus norvegicus	365074	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365074LRA	RNA	P-MTAB-22990	0365074LRA:biotin	biotin	P-MTAB-22991	3017153006	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.42.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	24	hour	liver
003017153007.CEL	TG_rat_viv_Imi_1500ug_24h_3	No	3017153007	Rattus norvegicus	365075	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365075LRA	RNA	P-MTAB-22990	0365075LRA:biotin	biotin	P-MTAB-22991	3017153007	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.42.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	24	hour	liver
003017153017.CEL	TG_rat_viv_Imi_1500ug_24h_4	No	3017153017	Rattus norvegicus	365082	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365082LRA	RNA	P-MTAB-22990	0365082LRA:biotin	biotin	P-MTAB-22991	3017153017	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.42.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	24	hour	liver
003017153018.CEL	TG_rat_viv_Imi_1500ug_24h_5	No	3017153018	Rattus norvegicus	365083	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365083LRA	RNA	P-MTAB-22990	0365083LRA:biotin	biotin	P-MTAB-22991	3017153018	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.42.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	24	hour	liver
003017153019.CEL	TG_rat_viv_Imi_1500ug_24h_6	No	3017153019	Rattus norvegicus	365084	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365084LRA	RNA	P-MTAB-22990	0365084LRA:biotin	biotin	P-MTAB-22991	3017153019	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.42.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	3	hour	liver
003017154004.CEL	TG_rat_viv_Imi_5mg_24h_1	No	3017154004	Rattus norvegicus	365052	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365052LRA	RNA	P-MTAB-22990	0365052LRA:biotin	biotin	P-MTAB-22991	3017154004	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.42.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	3	hour	liver
003017154005.CEL	TG_rat_viv_Imi_5mg_24h_2	No	3017154005	Rattus norvegicus	365053	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365053LRA	RNA	P-MTAB-22990	0365053LRA:biotin	biotin	P-MTAB-22991	3017154005	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.42.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	3	hour	liver
003017154006.CEL	TG_rat_viv_Imi_5mg_24h_3	No	3017154006	Rattus norvegicus	365055	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365055LRA	RNA	P-MTAB-22990	0365055LRA:biotin	biotin	P-MTAB-22991	3017154006	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	3	hour	liver
003017154016.CEL	TG_rat_viv_Imi_5mg_24h_4	No	3017154016	Rattus norvegicus	365061	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365061LRA	RNA	P-MTAB-22990	0365061LRA:biotin	biotin	P-MTAB-22991	3017154016	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	3	hour	liver
003017154017.CEL	TG_rat_viv_Imi_5mg_24h_5	No	3017154017	Rattus norvegicus	365064	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365064LRA	RNA	P-MTAB-22990	0365064LRA:biotin	biotin	P-MTAB-22991	3017154017	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	3	hour	liver
003017154018.CEL	TG_rat_viv_Imi_5mg_24h_6	No	3017154018	Rattus norvegicus	365065	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365065LRA	RNA	P-MTAB-22990	0365065LRA:biotin	biotin	P-MTAB-22991	3017154018	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	10	milligram per kilogram	3	hour	liver
003017153008.CEL	TG_rat_viv_Imi_5mg_24h_7	No	3017153008	Rattus norvegicus	365111	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365111LRA	RNA	P-MTAB-22990	0365111LRA:biotin	biotin	P-MTAB-22991	3017153008	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	30	milligram per kilogram	6	hour	liver
003017153009.CEL	TG_rat_viv_Imi_5mg_24h_8	No	3017153009	Rattus norvegicus	365112	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365112LRA	RNA	P-MTAB-22990	0365112LRA:biotin	biotin	P-MTAB-22991	3017153009	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	30	milligram per kilogram	6	hour	liver
003017153010.CEL	TG_rat_viv_Imi_5mg_24h_9	No	3017153010	Rattus norvegicus	365114	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365114LRA	RNA	P-MTAB-22990	0365114LRA:biotin	biotin	P-MTAB-22991	3017153010	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	30	milligram per kilogram	6	hour	liver
003017153020.CEL	TG_rat_viv_Imi_5mg_24h_10	No	3017153020	Rattus norvegicus	365121	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365121LRA	RNA	P-MTAB-22990	0365121LRA:biotin	biotin	P-MTAB-22991	3017153020	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	30	milligram per kilogram	6	hour	liver
003017153021.CEL	TG_rat_viv_Imi_5mg_24h_11	No	3017153021	Rattus norvegicus	365122	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365122LRA	RNA	P-MTAB-22990	0365122LRA:biotin	biotin	P-MTAB-22991	3017153021	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	30	milligram per kilogram	6	hour	liver
003017153022.CEL	TG_rat_viv_Imi_5mg_9h_1	No	3017153022	Rattus norvegicus	365124	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365124LRA	RNA	P-MTAB-22990	0365124LRA:biotin	biotin	P-MTAB-22991	3017153022	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	30	milligram per kilogram	6	hour	liver
003017153026.CEL	TG_rat_viv_Imi_15mg_24h_1	No	3017153026	Rattus norvegicus	365103	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365103LRA	RNA	P-MTAB-22990	0365103LRA:biotin	biotin	P-MTAB-22991	3017153026	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	30	milligram per kilogram	6	hour	liver
003017153027.CEL	TG_rat_viv_Imi_15mg_24h_2	No	3017153027	Rattus norvegicus	365105	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365105LRA	RNA	P-MTAB-22990	0365105LRA:biotin	biotin	P-MTAB-22991	3017153027	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	30	milligram per kilogram	6	hour	liver
003017154007.CEL	TG_rat_viv_Imi_15mg_6h_1	No	3017154007	Rattus norvegicus	365091	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365091LRA	RNA	P-MTAB-22990	0365091LRA:biotin	biotin	P-MTAB-22991	3017154007	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	30	milligram per kilogram	6	hour	liver
003017153011.CEL	TG_rat_viv_Imi_15mg_24h_3	No	3017153011	Rattus norvegicus	365151	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365151LRA	RNA	P-MTAB-22990	0365151LRA:biotin	biotin	P-MTAB-22991	3017153011	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	6	hour	liver
003017153012.CEL	TG_rat_viv_Imi_15mg_24h_4	No	3017153012	Rattus norvegicus	365152	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365152LRA	RNA	P-MTAB-22990	0365152LRA:biotin	biotin	P-MTAB-22991	3017153012	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	6	hour	liver
003017153013.CEL	TG_rat_viv_Imi_15mg_24h_5	No	3017153013	Rattus norvegicus	365153	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365153LRA	RNA	P-MTAB-22990	0365153LRA:biotin	biotin	P-MTAB-22991	3017153013	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	6	hour	liver
003017153023.CEL	TG_rat_viv_Imi_15mg_9h_1	No	3017153023	Rattus norvegicus	365161	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365161LRA	RNA	P-MTAB-22990	0365161LRA:biotin	biotin	P-MTAB-22991	3017153023	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	6	hour	liver
003017153024.CEL	TG_rat_viv_Imi_15mg_9h_2	No	3017153024	Rattus norvegicus	365163	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365163LRA	RNA	P-MTAB-22990	0365163LRA:biotin	biotin	P-MTAB-22991	3017153024	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	6	hour	liver
003017153025.CEL	TG_rat_viv_Imi_15mg_9h_3	No	3017153025	Rattus norvegicus	365164	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365164LRA	RNA	P-MTAB-22990	0365164LRA:biotin	biotin	P-MTAB-22991	3017153025	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	9	hour	liver
003017153028.CEL	TG_rat_viv_Imi_15mg_9h_4	No	3017153028	Rattus norvegicus	365141	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365141LRA	RNA	P-MTAB-22990	0365141LRA:biotin	biotin	P-MTAB-22991	3017153028	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	9	hour	liver
003017153029.CEL	TG_rat_viv_Imi_15mg_9h_5	No	3017153029	Rattus norvegicus	365144	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365144LRA	RNA	P-MTAB-22990	0365144LRA:biotin	biotin	P-MTAB-22991	3017153029	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	9	hour	liver
003017153030.CEL	TG_rat_viv_Imi_15mg_9h_6	No	3017153030	Rattus norvegicus	365145	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365145LRA	RNA	P-MTAB-22990	0365145LRA:biotin	biotin	P-MTAB-22991	3017153030	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	9	hour	liver
003017154010.CEL	TG_rat_viv_Imi_1500ug_24h_7	No	3017154010	Rattus norvegicus	365132	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365132LRA	RNA	P-MTAB-22990	0365132LRA:biotin	biotin	P-MTAB-22991	3017154010	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	9	hour	liver
003017154011.CEL	TG_rat_viv_Imi_1500ug_24h_8	No	3017154011	Rattus norvegicus	365133	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365133LRA	RNA	P-MTAB-22990	0365133LRA:biotin	biotin	P-MTAB-22991	3017154011	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	9	hour	liver
003017154012.CEL	TG_rat_viv_Imi_1500ug_24h_9	No	3017154012	Rattus norvegicus	365134	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365134LRA	RNA	P-MTAB-22990	0365134LRA:biotin	biotin	P-MTAB-22991	3017154012	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.43.zip	imipramine	ChEMBL	CHEMBL11	imipramine	100	milligram per kilogram	9	hour	liver
003017153002.CEL	TG_rat_viv_Imi_Ctl_9h_1	No	3017153002	Rattus norvegicus	365031	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365031LRA	RNA	P-MTAB-22990	0365031LRA:biotin	biotin	P-MTAB-22991	3017153002	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	3	hour	liver
003017153003.CEL	TG_rat_viv_Imi_Ctl_9h_2	No	3017153003	Rattus norvegicus	365032	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365032LRA	RNA	P-MTAB-22990	0365032LRA:biotin	biotin	P-MTAB-22991	3017153003	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	3	hour	liver
003017153004.CEL	TG_rat_viv_Imi_Ctl_9h_3	No	3017153004	Rattus norvegicus	365033	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365033LRA	RNA	P-MTAB-22990	0365033LRA:biotin	biotin	P-MTAB-22991	3017153004	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	3	hour	liver
003017153014.CEL	TG_rat_viv_Imi_Ctl_24h_1	No	3017153014	Rattus norvegicus	365041	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365041LRA	RNA	P-MTAB-22990	0365041LRA:biotin	biotin	P-MTAB-22991	3017153014	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	3	hour	liver
003017153015.CEL	TG_rat_viv_Imi_Ctl_24h_2	No	3017153015	Rattus norvegicus	365043	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365043LRA	RNA	P-MTAB-22990	0365043LRA:biotin	biotin	P-MTAB-22991	3017153015	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	3	hour	liver
003017153016.CEL	TG_rat_viv_Imi_Ctl_24h_3	No	3017153016	Rattus norvegicus	365044	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365044LRA	RNA	P-MTAB-22990	0365044LRA:biotin	biotin	P-MTAB-22991	3017153016	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	3	hour	liver
003017154001.CEL	TG_rat_viv_Imi_Ctl_24h_4	No	3017154001	Rattus norvegicus	365012	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365012LRA	RNA	P-MTAB-22990	0365012LRA:biotin	biotin	P-MTAB-22991	3017154001	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	3	hour	liver
003017154002.CEL	TG_rat_viv_Imi_Ctl_24h_5	No	3017154002	Rattus norvegicus	365014	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365014LRA	RNA	P-MTAB-22990	0365014LRA:biotin	biotin	P-MTAB-22991	3017154002	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	3	hour	liver
003017154003.CEL	TG_rat_viv_Imi_Ctl_9h_4	No	3017154003	Rattus norvegicus	365015	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365015LRA	RNA	P-MTAB-22990	0365015LRA:biotin	biotin	P-MTAB-22991	3017154003	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	9	hour	liver
003017154013.CEL	TG_rat_viv_Imi_Ctl_24h_6	No	3017154013	Rattus norvegicus	365022	Crj:CD(SD)IGS	6	week	adult	male	liver	wild type genotype	imipramine	imipramine administered by oral gavage	organism part	P-MTAB-22986	P-MTAB-22987	P-MTAB-22989	0365022LRA	RNA	P-MTAB-22990	0365022LRA:biotin	biotin	P-MTAB-22991	3017154013	array assay	A-AFFY-43	ArrayExpress	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-799/E-MTAB-799.raw.63.zip	imipramine	ChEMBL	CHEMBL11	none	  	  	9	hour	liver
